ID,TEXT,LABEL
5831,"Last month, I received a letter stating that I have been accepted into the nursing program that I had applied for.  It is a very tough program to get into.  Last year they had around 700 applications and can only accept 100 or so! ",achievement
5832,Completing a big handmade project. I have finally finished working on a large sized quilt I had done a while back.,achievement
5833,I visited an old friend I hadn't seen in almost a year.,bonding
5834,When my little daughter covered my mum with a bedsheet before she fell asleep. ,affection
5835,went to temple and feel the spiritual spirit,enjoy_the_moment
5836,My sister's fiancee asked me to be one of his groomsmen.,affection
5837,GOT  A GRADE IN MY ELECTIVE PAPER.,achievement
5838,I have been saving money .,achievement
5839,I cleaned my house.,achievement
5840,My Daughter got an A on a test that she studied very hard for.,affection
5841,"After a work meeting, my boss sent me a text message telling me what a great job I did at the meeting and saying that I reminded her of why she does this job and thanked me for that. ",achievement
5842,"Spring finally came and winter was over. It is beautiful and green, instead of dark and sad. ",nature
5843,The day I was reunited with my love.,affection
5844,"I got to spend the whole day out at Mountain Pine Ridge, being out in the fresh air and enjoying swimming in the natural pools was an amazing day.",nature
5845,"We finally hired a new person at work to do the tasks at night, now I can just focus on my supervisory duties without so much stress.",achievement
5846,Another event that made me happy occurred about 2.5 months ago when my boyfriend of 4 years proposed to me! ,affection
5847,Winning a basketball game against my friend made me happy because all my practice paid off. ,achievement
5848,"I bought a new car for my new job, a 2014 Ford Focus.",achievement
5849,An event in the past three months that made me happy was buying a new car.,achievement
5850,My husband bought gas for our minivan yesterday so I wouldn't have to. ,affection
5851,I called my Mom and she was feeling good after a month of illness. ,affection
5852,I got to travel to another State recently and it was so much fun touring the city!,enjoy_the_moment
5853,Eating at my favorite buffet restaurant; it's a really fun little place with delicious-tasting food.,leisure
5854,I bought a new laptop.,achievement
5855,"At an event over the weekend, two different people expressed how much better and more fun gatherings are when I attend.",bonding
5856,My students did well on their previous exam,achievement
5857,I made 5% in the stock market in one day.,achievement
5858,I won $50 on a lottery scratch off ticket.,achievement
5859,"My sister and I walked around our neighborhood for a full mile and a half yesterday. We were talking about life and our futures so the time just flew by, and we got a great exercise.",affection
5860,It made me happy when my baby niece started standing up by herself.,affection
5861,I GOT A FRIEND TO HELP ME GET MY OLD JEEP RUNNING AGAIN AFTER 4 YEARS OF IT SITTING UP.,bonding
5862,Sitting in the comfort and safety with my family in our home.,affection
5863,My laptop had issues and I sent it in for repairs and they sent it back working perfectly.,achievement
5864,I met my sister after 15 years of not seeing each other,affection
5865,i got a letter in the mail from a freind inviting me to visit and she will pay all expenses.,bonding
5866,My boyfriend told me that he loved me for the first time about a month ago.,affection
5867,I was happy when the girl I asked out last week said yes.,affection
5868,I was able to pay down some credit card debt.,achievement
5869,I WENT TO MOVIE,leisure
5870,My portable air conditioner came in the mail.,enjoy_the_moment
5871,"I started using a new face wash product a few months ago and day before yesterday, I just realized that two small growths I had under my eye, on either side of my face, were all but gone. The face wash is a scrub really and I hadn't even thought about it being rough on those little growths, but they are almost completely gone. ",achievement
5872,I switched jobs into a new school and I'm happier with my everyday routine and responsibilities. ,enjoy_the_moment
5873,In my office software upgradation process is going on at movement every thing is going fine. ,enjoy_the_moment
5874,My neighbors got a dog and now my dog has doggy play dates.,bonding
5875,when my dad bought me my favorite casio edifice watch.,affection
5876,My brother asked me to be his best man.,affection
5877,Getting my wife's green card approval. ,achievement
5878,I hung out with my close friends in MN,bonding
5879,i am very happy in mobile game and tv shows,enjoy_the_moment
5880,"At a thrift store, I found a type of jeans that I love that are no longer made.",enjoy_the_moment
5881,I had sex with my wife. ,affection
5882,my parents bought the toys and pets previously for the upcoming grand child ,affection
5883,I bought a new game Darksouls 3.,achievement
5884,I paid off medical debt with my most recent paycheck.,achievement
5885,Becoming financially sound with my finances.,achievement
5886,An old friend unexpectedly stopped in and brought me a bunch of Easter candy and a couple of Dunkin' Donuts cronuts. ,bonding
5887,I was able to see my friend before he went off on a cruise ship.,bonding
5888,One event that made me happy was buying a new car.,achievement
5889,"I cooked a homemade artisan pizza that was loaded with toppings yesterday afternoon, and it was delicious.",achievement
